Date,Day,Direction,MBIKE,CAR,LGV,BUS,HGV_RIG,HGV_ART,CARAVAN,TOTAL_HGV,TOTAL_ALL
Sunday 21 June 2020,Sunday,N,180,22818,1437,39,64,89,54,153,24681
Monday 22 June 2020,Monday,S,97,21548,3765,158,842,658,167,1500,27235
Monday 22 June 2020,Monday,N,102,21974,4028,129,797,697,179,1494,27906
Tuesday 23 June 2020,Tuesday,S,110,23195,4072,138,857,697,174,1554,29243
Tuesday 23 June 2020,Tuesday,N,109,23162,4110,123,785,694,184,1479,29167
Wednesday 24 June 2020,Wednesday,S,149,24996,4122,139,906,705,183,1611,31200
Wednesday 24 June 2020,Wednesday,N,192,24391,4140,120,891,721,184,1612,30639
Thursday 25 June 2020,Thursday,S,200,28173,4181,155,927,727,210,1654,34573
Thursday 25 June 2020,Thursday,N,211,27676,4316,142,850,779,214,1629,34188
Friday 26 June 2020,Friday,S,151,27700,4333,137,804,668,207,1472,34000
Friday 26 June 2020,Friday,N,140,25930,4237,131,779,716,201,1495,32134
Saturday 27 June 2020,Saturday,S,104,23665,2360,52,223,216,111,439,26731
Saturday 27 June 2020,Saturday,N,74,22877,2215,60,201,212,107,413,25746
Sunday 28 June 2020,Sunday,S,73,20597,1458,51,87,80,80,167,22426
Sunday 28 June 2020,Sunday,N,87,22004,1573,51,76,110,81,186,23982
Monday 29 June 2020,Monday,S,93,26350,4067,139,780,655,218,1435,32302
Monday 29 June 2020,Monday,N,102,24758,4181,124,777,665,168,1442,30775
Tuesday 30 June 2020,Tuesday,S,122,26208,4034,152,840,684,202,1524,32242
Tuesday 30 June 2020,Tuesday,N,124,25917,4352,113,765,739,197,1504,32207
Wednesday 1 July 2020,Wednesday,S,84,26500,4213,140,861,711,180,1572,32689
Wednesday 1 July 2020,Wednesday,N,86,26079,4487,113,810,716,185,1526,32476
Thursday 2 July 2020,Thursday,S,174,28904,4305,151,917,721,231,1638,35403
Thursday 2 July 2020,Thursday,N,162,27733,4371,127,869,750,222,1619,34234
Friday 3 July 2020,Friday,S,88,30008,4111,149,873,738,240,1611,36207
Friday 3 July 2020,Friday,N,127,27025,4317,133,831,762,212,1593,33407
Saturday 4 July 2020,Saturday,S,136,28870,2488,65,243,239,131,482,32172
Saturday 4 July 2020,Saturday,N,126,26033,2376,67,230,237,124,467,29193
Sunday 5 July 2020,Sunday,S,158,25227,1600,57,75,75,96,150,27288
Sunday 5 July 2020,Sunday,N,152,29453,1898,61,88,86,98,174,31836
Monday 6 July 2020,Monday,S,145,26115,3944,146,809,692,163,1501,32014
Monday 6 July 2020,Monday,N,128,27295,4298,130,773,740,180,1513,33544
Tuesday 7 July 2020,Tuesday,S,85,25115,4004,137,841,705,167,1546,31054
Tuesday 7 July 2020,Tuesday,N,82,25652,4243,121,807,701,202,1508,31808
Wednesday 8 July 2020,Wednesday,S,89,26659,3994,154,900,710,184,1610,32690
Wednesday 8 July 2020,Wednesday,N,77,26465,4422,133,868,736,174,1604,32875
Thursday 9 July 2020,Thursday,S,100,28332,4284,153,924,667,210,1591,34670
Thursday 9 July 2020,Thursday,N,117,27321,4349,145,921,716,190,1637,33759
Friday 10 July 2020,Friday,S,129,32439,4311,146,838,647,251,1485,38761
Friday 10 July 2020,Friday,N,182,28530,4300,128,851,692,211,1543,34894
Saturday 11 July 2020,Saturday,S,171,30753,2325,98,237,244,152,481,33980
Saturday 11 July 2020,Saturday,N,188,29481,2408,93,204,207,134,411,32715
Sunday 12 July 2020,Sunday,S,196,28134,1503,70,125,71,124,196,30223
Sunday 12 July 2020,Sunday,N,248,32802,1982,58,104,78,141,182,35413
Monday 13 July 2020,Monday,S,114,25638,4027,139,831,698,211,1529,31658
Monday 13 July 2020,Monday,N,126,27427,4472,150,815,743,233,1558,33966
Tuesday 14 July 2020,Tuesday,S,128,24118,3567,137,791,683,164,1474,29588
Tuesday 14 July 2020,Tuesday,N,104,26377,4326,112,827,689,212,1516,32647
Wednesday 15 July 2020,Wednesday,S,120,28755,4216,143,909,658,175,1567,34976
Wednesday 15 July 2020,Wednesday,N,150,28298,4433,120,867,678,204,1545,34750
Thursday 16 July 2020,Thursday,S,168,29632,3944,157,830,666,197,1496,35594
Thursday 16 July 2020,Thursday,N,183,29295,4298,129,855,703,225,1558,35688
Friday 17 July 2020,Friday,S,119,32070,4162,147,889,715,248,1604,38350
Friday 17 July 2020,Friday,N,170,28570,4200,123,917,714,227,1631,34921
Saturday 18 July 2020,Saturday,S,125,30196,2367,94,217,205,132,422,33336
Saturday 18 July 2020,Saturday,N,160,28200,2330,80,208,204,159,412,31341
Sunday 19 July 2020,Sunday,S,182,29508,1495,84,103,77,110,180,31559
Sunday 19 July 2020,Sunday,N,218,33337,1853,93,113,99,144,212,35857
Monday 20 July 2020,Monday,S,160,27968,4053,134,787,662,227,1449,33991
Monday 20 July 2020,Monday,N,145,29180,4264,126,843,714,205,1557,35477
Tuesday 21 July 2020,Tuesday,S,149,29715,4174,151,948,686,202,1634,36025
Tuesday 21 July 2020,Tuesday,N,176,29719,4388,112,903,704,212,1607,36214
Wednesday 22 July 2020,Wednesday,S,130,28266,4141,145,938,712,195,1650,34527
Wednesday 22 July 2020,Wednesday,N,126,28671,4378,136,899,725,185,1624,35120
Thursday 23 July 2020,Thursday,S,119,28653,4278,154,889,704,206,1593,35003
Thursday 23 July 2020,Thursday,N,106,28271,4419,135,845,755,215,1600,34746
Friday 24 July 2020,Friday,S,125,31460,4057,154,850,708,248,1558,37602
Friday 24 July 2020,Friday,N,137,28843,4299,130,861,744,209,1605,35223
Saturday 25 July 2020,Saturday,S,132,28847,2446,108,257,262,169,519,32221
Saturday 25 July 2020,Saturday,N,109,27022,2286,91,219,235,169,454,30131
Sunday 26 July 2020,Sunday,S,148,27250,1600,75,100,82,97,182,29352
Sunday 26 July 2020,Sunday,N,181,30991,1937,69,105,101,127,206,33511
Monday 27 July 2020,Monday,S,93,26126,3901,136,751,697,180,1448,31884
Monday 27 July 2020,Monday,N,114,27201,4123,135,739,768,204,1507,33284
Tuesday 28 July 2020,Tuesday,S,137,28770,4146,148,866,711,220,1577,34998
Tuesday 28 July 2020,Tuesday,N,152,28662,4340,133,826,682,250,1508,35045
Wednesday 29 July 2020,Wednesday,S,122,28785,4133,136,872,692,201,1564,34941
Wednesday 29 July 2020,Wednesday,N,124,28648,4306,124,808,748,194,1556,34952
Thursday 30 July 2020,Thursday,S,129,31435,4370,139,936,700,207,1636,37916
Thursday 30 July 2020,Thursday,N,145,30121,4393,130,897,740,191,1637,36617
Friday 31 July 2020,Friday,S,148,33375,4058,144,797,628,273,1425,39423
Friday 31 July 2020,Friday,N,177,29729,4121,142,774,692,240,1466,35875
Saturday 1 August 2020,Saturday,S,124,30672,2198,91,218,232,125,450,33660
Saturday 1 August 2020,Saturday,N,131,27638,2181,81,198,239,129,437,30597
Sunday 2 August 2020,Sunday,S,145,27386,1434,88,106,63,98,169,29320
Sunday 2 August 2020,Sunday,N,188,28111,1557,79,90,73,111,163,30209
Monday 3 August 2020,Monday,S,153,26904,1719,71,156,198,124,354,29325
Monday 3 August 2020,Monday,N,171,32079,2143,81,159,202,165,361,35000
Tuesday 4 August 2020,Tuesday,S,124,27783,3924,167,840,658,185,1498,33681
Tuesday 4 August 2020,Tuesday,N,116,29782,4250,121,834,694,182,1528,35979
Wednesday 5 August 2020,Wednesday,S,114,27774,4018,175,943,713,195,1656,33932
Wednesday 5 August 2020,Wednesday,N,131,28448,4213,131,893,740,188,1633,34744
Thursday 6 August 2020,Thursday,S,145,32051,4289,152,875,704,221,1579,38437
Thursday 6 August 2020,Thursday,N,160,31082,4357,139,822,763,215,1585,37538
Friday 7 August 2020,Friday,S,103,31640,3981,157,793,705,252,1498,37631
Friday 7 August 2020,Friday,N,141,29528,4247,137,787,706,203,1493,35749
Saturday 8 August 2020,Saturday,S,168,30428,2214,99,217,250,108,467,33484
Saturday 8 August 2020,Saturday,N,217,30556,2450,89,190,213,138,403,33853
Sunday 9 August 2020,Sunday,S,171,27684,1563,86,108,88,145,196,29845
Sunday 9 August 2020,Sunday,N,211,32035,2035,73,95,101,167,196,34717
Monday 10 August 2020,Monday,S,95,26055,3823,141,773,689,193,1462,31769
Monday 10 August 2020,Monday,N,101,28089,4173,133,737,747,195,1484,34175
Tuesday 11 August 2020,Tuesday,S,145,28170,4265,162,904,690,190,1594,34526
Tuesday 11 August 2020,Tuesday,N,127,28403,4278,123,857,714,177,1571,34679
Wednesday 12 August 2020,Wednesday,S,144,30409,4016,163,920,678,188,1598,36518
Wednesday 12 August 2020,Wednesday,N,151,31115,4429,138,854,695,182,1549,37564
Thursday 13 August 2020,Thursday,S,135,29960,4234,153,946,674,207,1620,36309
Thursday 13 August 2020,Thursday,N,126,29512,4449,141,892,701,199,1593,36020
Friday 14 August 2020,Friday,S,123,32617,4173,168,770,624,217,1394,38692
Friday 14 August 2020,Friday,N,138,30659,4273,147,721,672,242,1393,36852
Saturday 15 August 2020,Saturday,S,159,29932,2256,96,251,229,162,480,33085
Saturday 15 August 2020,Saturday,N,163,29410,2345,90,193,219,171,412,32591
Sunday 16 August 2020,Sunday,S,106,24218,1426,78,91,75,107,166,26101
Sunday 16 August 2020,Sunday,N,141,29125,1904,75,102,85,128,187,31560
Monday 17 August 2020,Monday,S,99,23786,3687,155,791,637,193,1428,29348
Monday 17 August 2020,Monday,N,72,26906,4176,134,773,681,189,1454,32931
Tuesday 18 August 2020,Tuesday,S,108,28214,4182,161,925,653,183,1578,34426
Tuesday 18 August 2020,Tuesday,N,120,28420,4375,147,874,663,188,1537,34787
Wednesday 19 August 2020,Wednesday,S,70,26320,3883,128,868,590,169,1458,32028
Wednesday 19 August 2020,Wednesday,N,80,27239,4234,122,834,614,191,1448,33314
Thursday 20 August 2020,Thursday,S,83,26419,4055,158,863,633,149,1496,32360
Thursday 20 August 2020,Thursday,N,76,26102,4285,134,821,666,153,1487,32237
Friday 21 August 2020,Friday,S,114,31955,4214,164,871,596,185,1467,38099
Friday 21 August 2020,Friday,N,111,28897,4214,156,799,604,164,1403,34945
Saturday 22 August 2020,Saturday,S,103,28989,2362,113,253,211,135,464,32166
Saturday 22 August 2020,Saturday,N,97,27343,2344,87,226,204,126,430,30427
Sunday 23 August 2020,Sunday,S,171,26044,1629,78,114,100,92,214,28228
Sunday 23 August 2020,Sunday,N,196,30169,1949,70,104,92,114,196,32694
Monday 24 August 2020,Monday,S,103,27697,4008,130,777,638,193,1415,33546
Monday 24 August 2020,Monday,N,124,29404,4371,130,752,668,226,1420,35675
Tuesday 25 August 2020,Tuesday,S,57,24808,3836,148,825,662,154,1487,30490
Tuesday 25 August 2020,Tuesday,N,75,25815,4143,132,801,664,168,1465,31798
Wednesday 26 August 2020,Wednesday,S,136,30047,4297,160,934,633,195,1567,36402
Wednesday 26 August 2020,Wednesday,N,147,30081,4396,140,910,657,211,1567,36542
Thursday 27 August 2020,Thursday,S,92,27565,4103,178,900,639,171,1539,33648
Thursday 27 August 2020,Thursday,N,92,27380,4403,141,851,682,169,1533,33718
Friday 28 August 2020,Friday,S,72,29611,4073,161,768,622,198,1390,35505
Friday 28 August 2020,Friday,N,77,26471,4041,136,717,644,169,1361,32255
Saturday 29 August 2020,Saturday,S,135,30132,2398,109,250,224,157,474,33405
Saturday 29 August 2020,Saturday,N,162,28076,2489,81,232,225,141,457,31406
Sunday 30 August 2020,Sunday,S,177,27827,1555,83,108,92,116,200,29958
Sunday 30 August 2020,Sunday,N,214,31853,1906,65,136,91,180,227,34445
Monday 31 August 2020,Monday,S,120,26611,4127,164,790,663,151,1453,32626
Monday 31 August 2020,Monday,N,156,28595,4520,170,758,710,193,1468,35102
Tuesday 1 September 2020,Tuesday,S,152,27382,4213,186,833,684,162,1517,33612
Tuesday 1 September 2020,Tuesday,N,143,28249,4369,164,737,693,181,1430,34536
Wednesday 2 September 2020,Wednesday,S,74,26961,4179,162,880,683,182,1563,33121
Wednesday 2 September 2020,Wednesday,N,80,27117,4319,139,822,682,180,1504,33339
Thursday 3 September 2020,Thursday,S,149,29401,4450,178,882,747,186,1629,35993
Thursday 3 September 2020,Thursday,N,159,28902,4750,141,827,759,178,1586,35716
Friday 4 September 2020,Friday,S,124,31970,4391,167,819,709,224,1528,38404
Friday 4 September 2020,Friday,N,149,29486,4516,161,757,680,175,1437,35924
Saturday 5 September 2020,Saturday,S,137,30239,2434,108,247,269,161,516,33595
Saturday 5 September 2020,Saturday,N,150,28683,2511,100,227,264,166,491,32101
Sunday 6 September 2020,Sunday,S,176,27018,1703,74,90,89,92,179,29242
Sunday 6 September 2020,Sunday,N,159,30038,1830,84,121,110,144,231,32486
Monday 7 September 2020,Monday,S,113,25960,4066,162,780,708,160,1488,31949
Monday 7 September 2020,Monday,N,105,27306,4311,154,737,731,155,1468,33499
Tuesday 8 September 2020,Tuesday,S,148,27203,4248,176,876,727,164,1603,33542
Tuesday 8 September 2020,Tuesday,N,142,28094,4350,148,801,697,198,1498,34430
Wednesday 9 September 2020,Wednesday,S,185,28822,4374,173,800,730,178,1530,35262
Wednesday 9 September 2020,Wednesday,N,178,29080,4572,151,789,760,206,1549,35736
Thursday 10 September 2020,Thursday,S,133,28295,4274,179,749,757,180,1506,34567
Thursday 10 September 2020,Thursday,N,165,28614,4625,161,777,792,197,1569,35331
Friday 11 September 2020,Friday,S,101,30568,4316,169,823,718,238,1541,36933
Friday 11 September 2020,Friday,N,112,28684,4406,154,793,732,184,1525,35065
Saturday 12 September 2020,Saturday,S,142,29550,2370,98,259,263,143,522,32825
Saturday 12 September 2020,Saturday,N,169,27974,2437,91,227,271,131,498,31300
Sunday 13 September 2020,Sunday,S,199,28899,1462,84,113,96,74,209,30927
Sunday 13 September 2020,Sunday,N,241,33024,1816,85,90,111,132,201,35499
Monday 14 September 2020,Monday,S,153,26894,4146,175,898,731,229,1629,33226
Monday 14 September 2020,Monday,N,131,28198,4420,174,832,769,228,1601,34752
Tuesday 15 September 2020,Tuesday,S,142,28751,4198,196,913,756,198,1669,35154
Tuesday 15 September 2020,Tuesday,N,182,29091,4534,176,866,765,225,1631,35839
Wednesday 16 September 2020,Wednesday,S,178,28863,4354,187,878,691,201,1569,35352
Wednesday 16 September 2020,Wednesday,N,170,29142,4552,172,869,725,195,1594,35825
Thursday 17 September 2020,Thursday,S,151,29499,4392,168,872,720,229,1592,36031
Thursday 17 September 2020,Thursday,N,185,29240,4620,167,835,748,211,1583,36006
Friday 18 September 2020,Friday,S,140,31778,4414,195,760,678,216,1438,38181
Friday 18 September 2020,Friday,N,159,29893,4671,165,722,704,186,1426,36500
Saturday 19 September 2020,Saturday,S,121,18302,2093,98,221,228,122,449,21185
Saturday 19 September 2020,Saturday,N,103,18595,2032,98,188,251,127,439,21394
Sunday 20 September 2020,Sunday,S,106,15056,1283,76,72,94,67,166,16754
Sunday 20 September 2020,Sunday,N,169,18947,1479,71,89,105,123,194,20983
Monday 21 September 2020,Monday,S,128,22220,3989,183,818,727,194,1545,28259
Monday 21 September 2020,Monday,N,129,23582,4171,166,808,748,208,1556,29812
Tuesday 22 September 2020,Tuesday,S,128,22611,4039,169,888,718,144,1606,28697
Tuesday 22 September 2020,Tuesday,N,109,23693,4245,146,840,740,156,1580,29929
Wednesday 23 September 2020,Wednesday,S,114,23624,4239,188,863,781,165,1644,29974
Wednesday 23 September 2020,Wednesday,N,127,24348,4420,171,851,795,175,1646,30887
Thursday 24 September 2020,Thursday,S,83,23505,4317,196,820,725,154,1545,29800
Thursday 24 September 2020,Thursday,N,83,23999,4500,160,795,729,173,1524,30439
Friday 25 September 2020,Friday,S,100,25331,4300,182,805,723,215,1528,31656
Friday 25 September 2020,Friday,N,99,24656,4407,158,791,769,183,1560,31063
Saturday 26 September 2020,Saturday,S,114,19236,2198,101,260,223,151,483,22283
Saturday 26 September 2020,Saturday,N,122,19031,2149,91,223,252,149,475,22017
Sunday 27 September 2020,Sunday,S,139,16940,1285,80,79,74,75,153,18672
Sunday 27 September 2020,Sunday,N,167,18835,1411,73,95,110,101,205,20792
Monday 28 September 2020,Monday,S,117,22155,4012,178,843,702,178,1545,28185
Monday 28 September 2020,Monday,N,108,23114,4296,155,845,729,205,1574,29452
Tuesday 29 September 2020,Tuesday,S,132,23760,4234,190,885,741,186,1626,30128
Tuesday 29 September 2020,Tuesday,N,136,24358,4511,167,842,757,194,1599,30965
Wednesday 30 September 2020,Wednesday,S,65,23538,4239,197,912,715,165,1627,29831
Wednesday 30 September 2020,Wednesday,N,74,23940,4484,170,894,802,157,1696,30521
Thursday 1 October 2020,Thursday,S,117,24452,4373,177,849,730,159,1579,30857
Thursday 1 October 2020,Thursday,N,101,24676,4507,176,815,748,169,1563,31192
Friday 2 October 2020,Friday,S,131,26431,4290,165,837,676,180,1513,32710
Friday 2 October 2020,Friday,N,116,25614,4460,169,814,699,200,1513,32072
Saturday 3 October 2020,Saturday,S,98,20077,2201,115,225,222,139,447,23077
Saturday 3 October 2020,Saturday,N,98,19685,2097,105,229,219,141,448,22574
Sunday 4 October 2020,Sunday,S,42,13295,1050,73,94,103,56,197,14713
Sunday 4 October 2020,Sunday,N,39,15291,1154,75,97,121,57,218,16834
Monday 5 October 2020,Monday,S,99,23804,4219,186,893,728,163,1621,30092
Monday 5 October 2020,Monday,N,92,24741,4267,157,830,765,170,1595,31022
Tuesday 6 October 2020,Tuesday,S,92,25000,4242,168,863,742,170,1605,31277
Tuesday 6 October 2020,Tuesday,N,90,25246,4538,157,809,728,199,1537,31767
Wednesday 7 October 2020,Wednesday,S,45,15164,2328,148,569,664,152,1233,19070
Wednesday 7 October 2020,Wednesday,N,92,20851,3939,150,774,750,146,1524,26702
Thursday 8 October 2020,Thursday,S,42,15224,2625,161,609,619,149,1228,19429
Thursday 8 October 2020,Thursday,N,78,20532,4112,162,766,738,149,1504,26537
Friday 9 October 2020,Friday,S,119,17570,3557,159,755,704,132,1459,22996
Friday 9 October 2020,Friday,N,112,20391,4160,155,761,739,160,1500,26478
Saturday 10 October 2020,Saturday,S,70,11646,1762,89,255,285,113,540,14220
Saturday 10 October 2020,Saturday,N,80,13189,1858,83,244,282,127,526,15863
Sunday 11 October 2020,Sunday,S,76,9191,886,62,66,95,45,161,10421
Sunday 11 October 2020,Sunday,N,101,11229,1055,60,67,104,50,171,12666
Monday 12 October 2020,Monday,S,99,17576,3543,173,746,714,141,1460,22992
Monday 12 October 2020,Monday,N,76,20865,4044,149,748,756,172,1504,26810
Tuesday 13 October 2020,Tuesday,S,77,18458,3597,171,831,782,147,1613,24063
Tuesday 13 October 2020,Tuesday,N,99,21436,4110,157,819,766,154,1585,27541
Wednesday 14 October 2020,Wednesday,S,101,19299,3913,166,849,689,134,1538,25151
Wednesday 14 October 2020,Wednesday,N,101,21770,4265,169,832,744,160,1576,28041
Thursday 15 October 2020,Thursday,S,106,19489,3960,156,779,758,139,1537,25387
Thursday 15 October 2020,Thursday,N,93,21894,4383,159,789,782,151,1571,28251
Friday 16 October 2020,Friday,S,114,19415,3797,187,781,742,132,1523,25168
Friday 16 October 2020,Friday,N,106,21441,4133,179,780,804,164,1584,27607
Saturday 17 October 2020,Saturday,S,62,12165,1837,92,229,240,90,469,14715
Saturday 17 October 2020,Saturday,N,76,13742,1917,83,215,260,104,475,16397
Sunday 18 October 2020,Sunday,S,67,9862,909,69,86,116,49,202,11158
Sunday 18 October 2020,Sunday,N,106,12190,1121,68,72,125,60,197,13742
Monday 19 October 2020,Monday,S,76,18704,3803,166,772,783,112,1555,24416
Monday 19 October 2020,Monday,N,73,21644,4282,160,756,837,142,1593,27894
Tuesday 20 October 2020,Tuesday,S,77,20274,3930,178,813,807,143,1620,26222
