Date,Day,Direction,MBIKE,CAR,LGV,BUS,HGV_RIG,HGV_ART,CARAVAN,TOTAL_HGV,TOTAL_ALL
Saturday 10 April 2021,Saturday,S,68,13431,1991,109,194,346,86,540,16225
Saturday 10 April 2021,Saturday,N,86,13689,1993,76,205,308,78,513,16435
Sunday 11 April 2021,Sunday,S,55,11018,1008,66,52,83,41,135,12323
Sunday 11 April 2021,Sunday,N,73,12212,1108,64,50,120,46,170,13673
Monday 12 April 2021,Monday,S,89,20915,4116,177,588,757,182,1345,26824
Monday 12 April 2021,Monday,N,101,21729,4274,175,576,809,163,1385,27827
Tuesday 13 April 2021,Tuesday,S,110,22130,4280,209,673,781,182,1454,28365
Tuesday 13 April 2021,Tuesday,N,106,22462,4452,174,665,762,172,1427,28793
Wednesday 14 April 2021,Wednesday,S,151,23018,4336,184,720,843,180,1563,29432
Wednesday 14 April 2021,Wednesday,N,158,23169,4446,175,706,875,180,1581,29709
Thursday 15 April 2021,Thursday,S,153,22990,4359,183,750,772,179,1522,29386
Thursday 15 April 2021,Thursday,N,126,22960,4536,164,745,846,172,1591,29549
Friday 16 April 2021,Friday,S,142,25037,4431,193,762,770,188,1532,31523
Friday 16 April 2021,Friday,N,141,24063,4648,182,756,823,177,1579,30790
Saturday 17 April 2021,Saturday,S,141,23036,2408,129,228,297,121,525,26360
Saturday 17 April 2021,Saturday,N,180,21892,2365,97,213,287,111,500,25145
Sunday 18 April 2021,Sunday,S,104,16272,1342,64,72,101,53,173,18008
Sunday 18 April 2021,Sunday,N,101,17538,1358,69,72,120,65,192,19323
Monday 19 April 2021,Monday,S,107,21760,4264,185,714,805,161,1519,27996
Monday 19 April 2021,Monday,N,109,22388,4392,185,684,882,171,1566,28811
Tuesday 20 April 2021,Tuesday,S,113,22263,4323,201,762,793,186,1555,28641
Tuesday 20 April 2021,Tuesday,N,113,22456,4531,151,761,779,191,1540,28982
Wednesday 21 April 2021,Wednesday,S,151,23364,4538,184,765,824,183,1589,30009
Wednesday 21 April 2021,Wednesday,N,151,23594,4641,161,751,895,183,1646,30376
Thursday 22 April 2021,Thursday,S,165,24314,4429,184,813,752,180,1565,30837
Thursday 22 April 2021,Thursday,N,164,24202,4616,166,780,813,184,1593,30925
Friday 23 April 2021,Friday,S,142,26114,4501,208,742,789,193,1531,32689
Friday 23 April 2021,Friday,N,149,24974,4599,189,740,856,203,1596,31710
Saturday 24 April 2021,Saturday,S,178,24148,2468,123,235,314,123,549,27589
Saturday 24 April 2021,Saturday,N,222,22667,2366,101,225,272,129,497,25982
Sunday 25 April 2021,Sunday,S,160,20559,1475,78,70,104,45,174,22491
Sunday 25 April 2021,Sunday,N,184,21703,1585,79,68,154,43,222,23816
Monday 26 April 2021,Monday,S,140,23901,4299,189,711,777,198,1488,30215
Monday 26 April 2021,Monday,N,151,24466,4609,183,688,846,199,1534,31142
Tuesday 27 April 2021,Tuesday,S,121,23482,4520,202,787,842,183,1629,30137
Tuesday 27 April 2021,Tuesday,N,110,23992,4622,177,765,821,197,1586,30684
Wednesday 28 April 2021,Wednesday,S,118,24074,4627,165,852,768,181,1620,30785
Wednesday 28 April 2021,Wednesday,N,105,24701,4674,157,788,850,179,1638,31454
Thursday 29 April 2021,Thursday,S,109,21984,4157,193,736,781,163,1517,28123
Thursday 29 April 2021,Thursday,N,108,24329,4689,182,734,864,198,1598,31104
Friday 30 April 2021,Friday,S,106,22960,4074,187,712,770,163,1482,28972
Friday 30 April 2021,Friday,N,105,24798,4650,185,734,914,186,1648,31572
Saturday 1 May 2021,Saturday,S,111,20103,2184,139,194,355,96,549,23182
Saturday 1 May 2021,Saturday,N,139,20586,2283,105,207,319,107,526,23746
Sunday 2 May 2021,Sunday,S,155,16899,1206,76,56,89,38,145,18519
Sunday 2 May 2021,Sunday,N,183,19424,1417,76,47,105,46,152,21298
Monday 3 May 2021,Monday,S,36,12756,1317,85,108,183,54,291,14539
Monday 3 May 2021,Monday,N,52,15758,1461,101,114,264,50,378,17800
Tuesday 4 May 2021,Tuesday,S,87,23310,4337,181,803,799,182,1602,29699
Tuesday 4 May 2021,Tuesday,N,90,24318,4583,155,776,830,202,1606,30954
Wednesday 5 May 2021,Wednesday,S,94,23733,4470,194,833,836,181,1669,30341
Wednesday 5 May 2021,Wednesday,N,74,24248,4767,178,793,904,190,1697,31154
Thursday 6 May 2021,Thursday,S,115,24478,4156,211,867,797,188,1664,30812
Thursday 6 May 2021,Thursday,N,123,25360,4856,183,858,891,206,1749,32477
Friday 7 May 2021,Friday,S,162,26933,4568,217,804,770,217,1574,33671
Friday 7 May 2021,Friday,N,144,26348,4678,182,821,872,213,1693,33258
Saturday 8 May 2021,Saturday,S,113,21547,2457,141,228,366,122,594,24974
Saturday 8 May 2021,Saturday,N,98,21278,2367,116,209,339,129,548,24536
Sunday 9 May 2021,Sunday,S,93,19323,1430,95,80,92,70,172,21183
Sunday 9 May 2021,Sunday,N,115,20889,1475,94,88,124,80,212,22865
Monday 10 May 2021,Monday,S,80,25588,4540,182,743,806,185,1549,32124
Monday 10 May 2021,Monday,N,88,26051,4590,195,698,880,176,1578,32678
Tuesday 11 May 2021,Tuesday,S,139,26720,4542,218,862,810,191,1672,33482
Tuesday 11 May 2021,Tuesday,N,147,27170,4786,164,797,817,182,1614,34063
Wednesday 12 May 2021,Wednesday,S,98,26435,4651,179,857,768,183,1625,33171
Wednesday 12 May 2021,Wednesday,N,96,26887,4937,166,814,817,174,1631,33891
Thursday 13 May 2021,Thursday,S,120,27773,4711,198,840,777,211,1617,34630
Thursday 13 May 2021,Thursday,N,133,27585,4964,172,833,862,188,1695,34737
Friday 14 May 2021,Friday,S,147,30303,4600,203,807,809,215,1616,37084
Friday 14 May 2021,Friday,N,150,28233,4902,190,842,889,215,1731,35421
Saturday 15 May 2021,Saturday,S,102,27982,2595,132,273,296,119,569,31499
Saturday 15 May 2021,Saturday,N,70,26262,2611,100,252,261,116,513,29672
Sunday 16 May 2021,Sunday,S,207,27554,1772,72,88,87,67,175,29847
Sunday 16 May 2021,Sunday,N,197,31199,2077,77,81,109,78,190,33818
Monday 17 May 2021,Monday,S,99,26039,4486,202,822,856,188,1678,32692
Monday 17 May 2021,Monday,N,113,27498,4778,181,842,946,190,1788,34548
Tuesday 18 May 2021,Tuesday,S,110,26787,4488,202,867,901,179,1768,33534
Tuesday 18 May 2021,Tuesday,N,84,27397,4875,161,849,887,200,1736,34453
Wednesday 19 May 2021,Wednesday,S,155,29032,4655,213,816,818,170,1634,35859
Wednesday 19 May 2021,Wednesday,N,156,29263,4882,187,814,904,182,1718,36388
Thursday 20 May 2021,Thursday,S,59,26082,4502,190,834,813,139,1647,32619
Thursday 20 May 2021,Thursday,N,67,26060,4577,166,824,851,141,1675,32686
Friday 21 May 2021,Friday,S,76,29601,4457,211,812,798,164,1610,36119
Friday 21 May 2021,Friday,N,70,27977,4727,179,796,874,151,1670,34774
Saturday 22 May 2021,Saturday,S,150,30899,2677,133,206,288,115,494,34468
Saturday 22 May 2021,Saturday,N,151,29237,2682,88,193,275,104,468,32730
Sunday 23 May 2021,Sunday,S,58,22157,1562,78,83,102,69,185,24109
Sunday 23 May 2021,Sunday,N,77,26539,1851,81,58,159,81,217,28846
Monday 24 May 2021,Monday,S,117,26171,4583,221,863,820,188,1683,32963
Monday 24 May 2021,Monday,N,115,27344,4786,195,771,911,171,1682,34293
Tuesday 25 May 2021,Tuesday,S,110,27013,4691,200,826,916,211,1742,33967
Tuesday 25 May 2021,Tuesday,N,106,27582,4847,184,816,962,198,1778,34695
Wednesday 26 May 2021,Wednesday,S,167,28813,4831,210,802,854,201,1656,35878
Wednesday 26 May 2021,Wednesday,N,220,29070,5084,182,755,929,188,1684,36428
Thursday 27 May 2021,Thursday,S,113,29055,4603,215,786,793,204,1579,35769
Thursday 27 May 2021,Thursday,N,139,29128,4988,188,815,875,197,1690,36330
Friday 28 May 2021,Friday,S,69,30307,4378,197,791,837,230,1628,36809
Friday 28 May 2021,Friday,N,100,28678,5002,186,777,944,179,1721,35866
Saturday 29 May 2021,Saturday,S,183,30164,2446,143,264,258,154,522,33612
Saturday 29 May 2021,Saturday,N,219,29402,2565,119,251,280,180,531,33016
Sunday 30 May 2021,Sunday,S,206,30112,1508,92,110,87,71,197,32186
Sunday 30 May 2021,Sunday,N,238,34470,1812,88,111,121,93,232,36933
Monday 31 May 2021,Monday,S,177,28940,4587,225,785,857,192,1642,35763
Monday 31 May 2021,Monday,N,170,30591,4942,178,763,931,183,1694,37758
Tuesday 1 June 2021,Tuesday,S,191,29158,4773,195,860,883,199,1743,36259
Tuesday 1 June 2021,Tuesday,N,206,30015,5022,174,809,873,198,1682,37297
Wednesday 2 June 2021,Wednesday,S,138,28975,4782,195,778,872,247,1650,35987
Wednesday 2 June 2021,Wednesday,N,107,29010,5030,177,741,957,216,1698,36238
Thursday 3 June 2021,Thursday,S,170,32036,4752,232,823,797,246,1620,39056
Thursday 3 June 2021,Thursday,N,184,30570,5012,193,805,857,217,1662,37838
Friday 4 June 2021,Friday,S,141,33034,4333,222,773,779,300,1552,39582
Friday 4 June 2021,Friday,N,191,29442,4917,177,785,865,213,1650,36590
Saturday 5 June 2021,Saturday,S,128,30712,2577,138,238,329,119,567,34241
Saturday 5 June 2021,Saturday,N,179,27419,2431,113,206,307,119,513,30774
Sunday 6 June 2021,Sunday,S,160,29354,1553,79,85,85,64,170,31380
Sunday 6 June 2021,Sunday,N,240,31285,1781,78,69,112,76,181,33641
Monday 7 June 2021,Monday,S,177,26969,1895,96,164,196,112,360,29609
Monday 7 June 2021,Monday,N,173,31811,2268,119,175,265,202,440,35013
Tuesday 8 June 2021,Tuesday,S,140,28945,4603,205,862,832,208,1694,35795
Tuesday 8 June 2021,Tuesday,N,135,32189,5066,169,800,866,190,1666,39415
Wednesday 9 June 2021,Wednesday,S,126,28874,4792,213,869,856,189,1725,35919
Wednesday 9 June 2021,Wednesday,N,134,29891,4975,173,830,912,197,1742,37112
Thursday 10 June 2021,Thursday,S,155,30663,4849,191,879,846,215,1725,37798
Thursday 10 June 2021,Thursday,N,174,30405,5034,174,854,934,212,1788,37787
Friday 11 June 2021,Friday,S,128,32144,4505,200,852,857,271,1709,38957
Friday 11 June 2021,Friday,N,167,30129,4801,176,880,936,196,1816,37285
Saturday 12 June 2021,Saturday,S,144,31116,2604,124,239,289,157,528,34673
Saturday 12 June 2021,Saturday,N,163,29388,2644,105,224,313,121,537,32958
Sunday 13 June 2021,Sunday,S,147,29903,1521,91,112,95,97,207,31966
Sunday 13 June 2021,Sunday,N,202,34813,1965,93,95,133,159,228,37460
Monday 14 June 2021,Monday,S,148,27378,4555,184,812,861,189,1673,34127
Monday 14 June 2021,Monday,N,148,29382,4838,186,782,903,187,1685,36426
Tuesday 15 June 2021,Tuesday,S,150,29030,4620,199,885,890,198,1775,35972
Tuesday 15 June 2021,Tuesday,N,153,29557,4850,151,840,890,190,1730,36631
Wednesday 16 June 2021,Wednesday,S,132,28859,4609,210,931,848,183,1779,35772
Wednesday 16 June 2021,Wednesday,N,193,29451,5079,161,889,891,182,1780,36846
Thursday 17 June 2021,Thursday,S,166,30161,4640,202,982,815,225,1797,37191
Thursday 17 June 2021,Thursday,N,185,29643,4958,176,927,919,222,1846,37030
Friday 18 June 2021,Friday,S,152,32481,4522,205,894,811,253,1705,39318
Friday 18 June 2021,Friday,N,199,30473,4771,187,879,873,221,1752,37603
Saturday 19 June 2021,Saturday,S,179,31090,2490,138,237,288,131,525,34553
Saturday 19 June 2021,Saturday,N,252,29903,2652,96,212,270,130,482,33515
Sunday 20 June 2021,Sunday,S,176,27350,1813,78,87,77,79,164,29660
Sunday 20 June 2021,Sunday,N,204,32167,2146,73,113,125,145,238,34973
Monday 21 June 2021,Monday,S,147,28173,4513,210,873,785,176,1658,34877
Monday 21 June 2021,Monday,N,165,29501,4711,192,859,866,201,1725,36495
Tuesday 22 June 2021,Tuesday,S,175,29273,4761,211,896,832,233,1728,36381
Tuesday 22 June 2021,Tuesday,N,165,29544,4902,167,899,859,217,1758,36753
Wednesday 23 June 2021,Wednesday,S,93,28550,4728,191,920,832,196,1752,35510
Wednesday 23 June 2021,Wednesday,N,115,29115,4940,161,905,886,190,1791,36312
Thursday 24 June 2021,Thursday,S,131,29465,4818,185,864,797,239,1661,36499
Thursday 24 June 2021,Thursday,N,125,29295,4928,174,839,888,221,1727,36470
Friday 25 June 2021,Friday,S,101,30545,4298,194,839,755,262,1594,36994
Friday 25 June 2021,Friday,N,113,29412,4994,161,887,859,204,1746,36630
Saturday 26 June 2021,Saturday,S,123,29793,2544,118,222,273,158,495,33231
Saturday 26 June 2021,Saturday,N,119,28498,2479,99,191,251,158,442,31795
Sunday 27 June 2021,Sunday,S,181,28898,1769,115,110,97,113,207,31283
Sunday 27 June 2021,Sunday,N,218,33317,2121,88,76,122,149,198,36091
Monday 28 June 2021,Monday,S,161,27984,4585,186,820,807,241,1627,34784
Monday 28 June 2021,Monday,N,161,29239,4824,176,806,864,222,1670,36292
Tuesday 29 June 2021,Tuesday,S,182,29660,4628,188,830,836,235,1666,36559
Tuesday 29 June 2021,Tuesday,N,182,29870,4799,168,813,848,216,1661,36896
Wednesday 30 June 2021,Wednesday,S,171,31587,4833,203,912,867,226,1779,38799
Wednesday 30 June 2021,Wednesday,N,184,31255,5096,172,842,915,225,1757,38689
Thursday 1 July 2021,Thursday,S,144,32561,4684,196,839,839,243,1678,39506
Thursday 1 July 2021,Thursday,N,158,31652,5019,184,836,935,237,1771,39021
Friday 2 July 2021,Friday,S,127,32862,4438,180,842,811,265,1653,39525
Friday 2 July 2021,Friday,N,163,30698,4823,172,794,870,241,1664,37761
Saturday 3 July 2021,Saturday,S,104,28978,2656,125,234,305,141,539,32543
Saturday 3 July 2021,Saturday,N,110,27799,2576,104,194,267,148,461,31198
Sunday 4 July 2021,Sunday,S,122,26347,1717,97,104,85,103,189,28575
Sunday 4 July 2021,Sunday,N,131,29785,1936,90,96,119,115,215,32272
Monday 5 July 2021,Monday,S,122,28953,4511,171,782,814,224,1596,35577
Monday 5 July 2021,Monday,N,128,30062,4788,157,727,896,217,1623,36975
Tuesday 6 July 2021,Tuesday,S,92,27599,4429,207,864,886,186,1750,34263
Tuesday 6 July 2021,Tuesday,N,111,28046,4826,142,799,892,211,1691,35027
Wednesday 7 July 2021,Wednesday,S,109,28858,4709,171,821,878,218,1699,35764
Wednesday 7 July 2021,Wednesday,N,147,29024,4855,152,773,932,195,1705,36078
Thursday 8 July 2021,Thursday,S,136,31480,4718,184,801,852,239,1653,38410
Thursday 8 July 2021,Thursday,N,139,30674,4999,178,777,936,220,1713,37923
Friday 9 July 2021,Friday,S,116,31052,4245,198,751,806,265,1557,37433
Friday 9 July 2021,Friday,N,134,30007,4725,153,747,887,207,1634,36860
Saturday 10 July 2021,Saturday,S,157,30644,2555,133,244,272,159,516,34164
Saturday 10 July 2021,Saturday,N,197,29600,2673,127,229,306,152,535,33284
Sunday 11 July 2021,Sunday,S,88,24429,1704,103,120,82,122,202,26648
Sunday 11 July 2021,Sunday,N,87,28335,1896,72,105,109,133,214,30737
Monday 12 July 2021,Monday,S,120,27949,4449,175,726,783,209,1509,34411
Monday 12 July 2021,Monday,N,128,29106,4759,154,708,866,198,1574,35919
Tuesday 13 July 2021,Tuesday,S,168,30653,4728,186,798,795,216,1593,37544
Tuesday 13 July 2021,Tuesday,N,156,30614,4858,156,773,827,204,1600,37588
Wednesday 14 July 2021,Wednesday,S,152,32045,4654,194,904,832,203,1736,38984
Wednesday 14 July 2021,Wednesday,N,205,31735,5139,147,878,938,226,1816,39268
Thursday 15 July 2021,Thursday,S,189,32969,4710,198,836,772,230,1608,39904
Thursday 15 July 2021,Thursday,N,188,31964,5004,166,827,839,242,1666,39230
Friday 16 July 2021,Friday,S,133,33408,4436,189,739,709,253,1448,39867
Friday 16 July 2021,Friday,N,215,31972,4714,154,753,826,241,1579,38875
Saturday 17 July 2021,Saturday,S,155,31425,2246,130,201,263,134,464,34554
Saturday 17 July 2021,Saturday,N,210,32471,2580,117,191,274,160,465,36003
Sunday 18 July 2021,Sunday,S,210,29940,1799,84,95,99,112,194,32339
Sunday 18 July 2021,Sunday,N,255,35090,2162,84,94,131,163,225,37979
Monday 19 July 2021,Monday,S,151,31013,4390,191,756,766,220,1522,37487
Monday 19 July 2021,Monday,N,168,32257,4738,175,735,854,206,1589,39133
Tuesday 20 July 2021,Tuesday,S,167,32954,4666,206,847,781,207,1628,39828
Tuesday 20 July 2021,Tuesday,N,176,32466,4806,154,796,812,209,1608,39419
Wednesday 21 July 2021,Wednesday,S,167,33701,4644,202,811,778,195,1589,40498
Wednesday 21 July 2021,Wednesday,N,182,33475,4862,169,761,857,209,1618,40515
Thursday 22 July 2021,Thursday,S,139,30690,4133,175,781,784,209,1565,36911
Thursday 22 July 2021,Thursday,N,195,32223,4826,163,767,841,233,1608,39248
Friday 23 July 2021,Friday,S,182,33238,4410,176,751,776,228,1527,39761
Friday 23 July 2021,Friday,N,186,31717,4681,162,741,841,239,1582,38567
Saturday 24 July 2021,Saturday,S,176,30633,2537,130,202,258,123,460,34059
Saturday 24 July 2021,Saturday,N,165,29368,2586,112,172,285,130,457,32818
Sunday 25 July 2021,Sunday,S,178,28907,1754,93,95,103,123,198,31253
Sunday 25 July 2021,Sunday,N,225,33094,2077,68,92,137,126,229,35819
Monday 26 July 2021,Monday,S,141,28134,4249,180,713,751,209,1464,34377
Monday 26 July 2021,Monday,N,139,29612,4631,159,691,809,211,1500,36252
Tuesday 27 July 2021,Tuesday,S,91,28247,4298,181,756,774,187,1530,34534
Tuesday 27 July 2021,Tuesday,N,89,28558,4647,156,741,757,185,1498,35133
Wednesday 28 July 2021,Wednesday,S,109,29035,4537,190,809,699,190,1508,35569
Wednesday 28 July 2021,Wednesday,N,108,29096,4780,147,787,764,190,1551,35872
Thursday 29 July 2021,Thursday,S,145,31238,4623,176,835,689,229,1524,37935
Thursday 29 July 2021,Thursday,N,141,30097,4750,165,817,778,230,1595,36978
Friday 30 July 2021,Friday,S,73,31565,4180,183,748,651,214,1399,37614
Friday 30 July 2021,Friday,N,82,28846,4405,183,731,746,238,1477,35231
Saturday 31 July 2021,Saturday,S,102,29552,2612,130,226,272,138,498,33032
Saturday 31 July 2021,Saturday,N,130,25925,2388,108,162,249,123,411,29085
Sunday 1 August 2021,Sunday,S,144,27093,1690,84,97,98,85,195,29291
Sunday 1 August 2021,Sunday,N,147,27521,1681,84,82,120,98,202,29733
Monday 2 August 2021,Monday,S,136,24936,1942,88,155,192,133,347,27582
Monday 2 August 2021,Monday,N,140,29759,2370,85,123,271,135,394,32883
Tuesday 3 August 2021,Tuesday,S,117,28138,4353,202,719,700,176,1419,34405
Tuesday 3 August 2021,Tuesday,N,127,29703,4685,160,674,745,185,1419,36279
Wednesday 4 August 2021,Wednesday,S,123,30600,4375,205,805,754,189,1559,37051
Wednesday 4 August 2021,Wednesday,N,134,30932,4624,166,762,810,185,1572,37613
Thursday 5 August 2021,Thursday,S,94,28270,4277,174,736,675,151,1411,34377
Thursday 5 August 2021,Thursday,N,65,28761,4505,165,700,796,181,1496,35173
Friday 6 August 2021,Friday,S,102,32056,4508,189,740,710,208,1450,38513
Friday 6 August 2021,Friday,N,111,31089,4707,179,729,796,212,1525,37823
Saturday 7 August 2021,Saturday,S,90,27429,2464,129,239,297,139,536,30787
Saturday 7 August 2021,Saturday,N,87,26971,2524,114,230,317,152,547,30395
Sunday 8 August 2021,Sunday,S,132,26105,1760,90,117,94,132,211,28430
Sunday 8 August 2021,Sunday,N,146,29642,2014,76,104,109,138,213,32229
Monday 9 August 2021,Monday,S,117,28157,4454,155,732,722,169,1454,34506
Monday 9 August 2021,Monday,N,102,29410,4724,163,669,772,173,1441,36013
Tuesday 10 August 2021,Tuesday,S,142,29719,4410,176,750,768,170,1518,36135
Tuesday 10 August 2021,Tuesday,N,158,30639,4640,161,711,777,186,1488,37272
Wednesday 11 August 2021,Wednesday,S,105,29459,4574,192,826,756,189,1582,36101
Wednesday 11 August 2021,Wednesday,N,114,29971,4837,146,744,820,202,1564,36834
Thursday 12 August 2021,Thursday,S,135,31226,4523,169,846,744,221,1590,37864
Thursday 12 August 2021,Thursday,N,161,30734,4809,157,823,822,209,1645,37715
Friday 13 August 2021,Friday,S,123,32643,4352,219,756,744,220,1500,39057
Friday 13 August 2021,Friday,N,140,30822,4521,173,749,800,225,1549,37430
Saturday 14 August 2021,Saturday,S,79,27049,2517,144,204,271,130,475,30394
Saturday 14 August 2021,Saturday,N,86,26747,2512,116,191,257,135,448,30044
Sunday 15 August 2021,Sunday,S,164,25979,1928,81,97,109,122,206,28480
Sunday 15 August 2021,Sunday,N,176,29516,2016,71,82,104,126,186,32091
Monday 16 August 2021,Monday,S,127,28227,4499,176,788,733,218,1521,34768
Monday 16 August 2021,Monday,N,138,29353,4788,179,762,810,194,1572,36224
Tuesday 17 August 2021,Tuesday,S,137,29241,4510,193,897,785,187,1682,35950
Tuesday 17 August 2021,Tuesday,N,134,29296,4634,158,856,786,204,1642,36068
Wednesday 18 August 2021,Wednesday,S,147,30696,4567,200,812,751,197,1563,37370
Wednesday 18 August 2021,Wednesday,N,163,30953,4842,153,760,780,209,1540,37860
Thursday 19 August 2021,Thursday,S,125,30236,4606,175,832,797,231,1629,37002
Thursday 19 August 2021,Thursday,N,127,30446,4859,165,732,834,228,1566,37391
Friday 20 August 2021,Friday,S,84,31339,4133,188,781,732,236,1513,37493
Friday 20 August 2021,Friday,N,99,29992,4696,164,768,798,214,1566,36731
Saturday 21 August 2021,Saturday,S,81,27388,2562,126,268,282,121,550,30828
Saturday 21 August 2021,Saturday,N,67,26911,2436,111,249,297,143,546,30214
Sunday 22 August 2021,Sunday,S,154,27133,1807,81,92,99,111,191,29477
Sunday 22 August 2021,Sunday,N,176,30394,2144,76,92,114,150,206,33146
Monday 23 August 2021,Monday,S,130,30296,4458,202,790,782,191,1572,36849
Monday 23 August 2021,Monday,N,161,30770,4674,165,758,841,195,1599,37564
Tuesday 24 August 2021,Tuesday,S,164,31897,4568,172,776,794,196,1570,38567
Tuesday 24 August 2021,Tuesday,N,192,32104,4794,135,758,792,224,1550,38999
Wednesday 25 August 2021,Wednesday,S,126,32090,4348,186,837,833,211,1670,38631
Wednesday 25 August 2021,Wednesday,N,157,32461,4621,174,787,890,202,1677,39292
Thursday 26 August 2021,Thursday,S,164,33190,4841,201,903,758,196,1661,40253
Thursday 26 August 2021,Thursday,N,179,33279,4976,182,854,824,206,1678,40500
Friday 27 August 2021,Friday,S,130,34417,4434,173,816,793,234,1609,40997
Friday 27 August 2021,Friday,N,175,32198,4866,155,753,838,225,1591,39210
Saturday 28 August 2021,Saturday,S,166,31921,2440,130,226,288,160,514,35331
Saturday 28 August 2021,Saturday,N,170,32039,2677,129,213,320,171,533,35719
Sunday 29 August 2021,Sunday,S,151,27586,1941,120,121,113,133,234,30165
Sunday 29 August 2021,Sunday,N,212,33050,2270,94,119,150,157,269,36052
Monday 30 August 2021,Monday,S,145,27589,4465,196,722,762,173,1484,34052
Monday 30 August 2021,Monday,N,128,29707,4765,190,703,848,213,1551,36554
Tuesday 31 August 2021,Tuesday,S,119,28055,4528,197,763,806,175,1569,34643
Tuesday 31 August 2021,Tuesday,N,122,29157,4791,175,720,808,180,1528,35953
